class	subclass	subsubclass	serialid	sample1	sample2	sample3	sample4	sample5
2	1	1	248	2.0	5.0	7.0	1.0	2.0
2	1	1	250	3.0	9.0	28.0	22.0	14.0
2	1	1	255	3.0	0	0	0	0
2	1	1	258	2.0	12.0	5.0	6.0	9.0
2	1	1	266	5.0	2.0	5.0	9.0	1.0
2	1	1	272	1.0	0	0	0	0
2	1	1	297	17.0	23.0	28.0	27.0	29.0
2	1	1	303	2.0	0	0	1.0	0
2	1	1	310	2.0	0	11.0	2.0	0
2	1	1	317	1.0	0	9.0	6.0	0
2	1	1	319	5.0	8.0	33.0	17.0	9.0
2	1	1	334	11.0	7.0	1.0	2.0	1.0
2	1	1	34	2.0	1.0	0	4.0	0
2	1	1	341	14.0	2.0	20.0	3.0	0
2	1	1	37	82.0	72.0	97.0	118.0	115.0
2	1	1	41	1.0	3.0	58.0	5.0	0
2	1	1	43	1.0	0	9.0	3.0	0
2	1	1	44	2.0	2.0	10.0	2.0	13.0
-	-	-	-	3.0	0	1.0	1.0	0
2	1	1	45	33.0	30.0	27.0	55.0	82.0
2	1	1	5	6.0	5.0	4.0	3.0	0
2	1	1	6	2.0	0	3.0	0	0
-	-	-	-	6.0	3.0	0	1.0	1.0
2	1	1	63	24.0	21.0	21.0	26.0	44.0
2	1	1	72	498.0	278.0	616.0	436.0	610.0
2	1	1	74	16.0	21.0	16.0	22.0	27.0
2	1	1	77	34.0	34.0	122.0	48.0	23.0
2	1	1	79	33.0	38.0	57.0	77.0	61.0
2	1	1	80	31.0	24.0	35.0	55.0	52.0
-	-	-	-	81.0	122.0	86.0	173.0	333.0
2	1	1	86	2.0	3.0	1.0	13.0	26.0
2	1	1	90	1.0	8.0	15.0	6.0	38.0
2	1	1	95	2.0	1.0	0	0	0
2	1	2	1	107.0	129.0	170.0	145.0	255.0
2	1	2	10	145.0	107.0	161.0	171.0	173.0
2	1	2	11	49.0	62.0	55.0	110.0	64.0
2	1	2	2	17.0	24.0	36.0	31.0	62.0
-	-	-	-	65.0	83.0	127.0	111.0	205.0
2	1	2	5	7.0	3.0	14.0	5.0	7.0
-	-	-	-	3.0	8.0	23.0	38.0	51.0
2	1	2	9	36.0	61.0	46.0	71.0	75.0
2	1	3	-	106.0	81.0	64.0	105.0	12.0
2	1	3	1	1.0	9.0	7.0	10.0	17.0
2	1	3	2	39.0	60.0	71.0	60.0	142.0
2	1	3	3	49.0	67.0	86.0	119.0	176.0
2	1	3	5	1.0	0	0	0	0
2	1	3	9	6.0	7.0	10.0	4.0	18.0
2	1	4	1	11.0	19.0	10.0	31.0	8.0
2	10	1	1	31.0	30.0	33.0	50.0	38.0
2	2	1	1	239.0	244.0	392.0	359.0	409.0
2	2	1	2	140.0	180.0	234.0	233.0	151.0
-	-	-	-	50.0	59.0	44.0	90.0	21.0
2	2	1	6	419.0	258.0	646.0	406.0	381.0
2	2	1	7	104.0	126.0	167.0	203.0	147.0
2	3	1	-	89.0	152.0	149.0	141.0	114.0
2	3	1	1	15.0	14.0	15.0	19.0	14.0
2	3	1	101	3.0	0	7.0	7.0	12.0
2	3	1	109	3.0	0	0	0	0
2	3	1	111	1.0	0	0	0	0
2	3	1	117	10.0	15.0	23.0	20.0	23.0
2	3	1	118	1.0	2.0	1.0	4.0	0
2	3	1	12	89.0	134.0	183.0	160.0	103.0
2	3	1	129	19.0	30.0	27.0	48.0	72.0
2	3	1	15	105.0	90.0	178.0	149.0	104.0
2	3	1	158	1.0	0	17.0	5.0	0
2	3	1	16	79.0	100.0	135.0	115.0	26.0
2	3	1	168	23.0	18.0	39.0	15.0	19.0
2	3	1	169	4.0	17.0	15.0	22.0	23.0
2	3	1	174	2.0	3.0	0	1.0	0
2	3	1	179	203.0	224.0	283.0	401.0	407.0
2	3	1	180	108.0	133.0	206.0	158.0	254.0
2	3	1	181	18.0	19.0	57.0	42.0	58.0
2	3	1	182	2.0	5.0	14.0	11.0	40.0
2	3	1	183	13.0	11.0	24.0	20.0	35.0
2	3	1	184	5.0	11.0	16.0	2.0	0
2	3	1	191	29.0	30.0	52.0	74.0	92.0
2	3	1	20	2.0	2.0	4.0	6.0	0
2	3	1	201	16.0	6.0	19.0	11.0	20.0
2	3	1	203	1.0	0	0	0	3.0
2	3	1	207	2.0	3.0	0	0	11.0
2	3	1	-	1.0	1.0	0	0	0
2	3	1	225	1.0	0	5.0	0	0
2	3	1	234	29.0	19.0	33.0	32.0	95.0
2	3	1	241	7.0	12.0	21.0	14.0	52.0
2	3	1	245	16.0	6.0	15.0	5.0	8.0
2	3	1	247	6.0	1.0	9.0	8.0	17.0
2	3	1	251	1.0	0	0	0	0
2	3	1	254	1.0	0	7.0	1.0	6.0
2	3	1	258	1.0	0	3.0	0	0
2	3	1	26	1.0	0	2.0	0	0
2	3	1	265	3.0	2.0	6.0	2.0	0
2	3	1	266	23.0	24.0	30.0	36.0	13.0
2	3	1	267	2.0	9.0	16.0	12.0	13.0
2	3	1	29	35.0	87.0	82.0	120.0	350.0
2	3	1	30	37.0	39.0	61.0	75.0	44.0
2	3	1	31	32.0	12.0	40.0	55.0	28.0
2	3	1	-	35.0	26.0	51.0	31.0	46.0
2	3	1	37	7.0	10.0	18.0	14.0	0
2	3	1	39	31.0	51.0	60.0	81.0	115.0
-	-	-	-	13.0	9.0	22.0	20.0	14.0
2	3	1	41	10.0	20.0	34.0	20.0	37.0
2	3	1	43	4.0	1.0	0	1.0	0
2	3	1	46	7.0	4.0	12.0	6.0	43.0
2	3	1	47	21.0	12.0	26.0	24.0	21.0
2	3	1	48	7.0	9.0	41.0	11.0	5.0
2	3	1	51	35.0	28.0	45.0	55.0	61.0
2	3	1	54	10.0	17.0	19.0	40.0	141.0
2	3	1	61	145.0	133.0	170.0	182.0	170.0
2	3	1	7	6.0	0	11.0	0	0
2	3	1	79	2.0	0	3.0	2.0	5.0
2	3	1	8	13.0	20.0	24.0	38.0	97.0
2	3	1	81	1.0	2.0	1.0	10.0	1.0
2	3	1	82	5.0	2.0	5.0	5.0	0
2	3	1	86	5.0	0	19.0	2.0	0
2	3	1	9	257.0	305.0	366.0	374.0	164.0
2	3	1	97	1.0	0	14.0	1.0	0
2	3	2	13	5.0	0	4.0	2.0	27.0
2	3	2	23	44.0	32.0	308.0	30.0	92.0
2	3	2	25	2.0	1.0	5.0	0	1.0
2	3	2	26	7.0	7.0	68.0	1.0	3.0
2	3	2	27	8.0	5.0	49.0	9.0	12.0
2	3	2	29	5.0	6.0	15.0	5.0	29.0
-	-	-	-	94.0	100.0	117.0	171.0	93.0
2	3	2	3	1.0	5.0	4.0	13.0	34.0
2	3	2	31	3.0	3.0	29.0	4.0	4.0
2	3	2	32	2.0	0	2.0	1.0	0
2	3	2	6	5.0	7.0	6.0	9.0	1.0
2	3	3	1	264.0	408.0	486.0	591.0	338.0
2	3	3	10	6.0	12.0	12.0	4.0	5.0
2	3	3	13	225.0	170.0	220.0	238.0	212.0
2	3	3	14	4.0	5.0	32.0	13.0	12.0
2	3	3	15	3.0	1.0	13.0	6.0	0
2	3	3	20	5.0	2.0	0	3.0	0
2	3	3	5	14.0	14.0	23.0	12.0	2.0
2	3	3	8	4.0	5.0	28.0	11.0	0
2	3	3	9	94.0	107.0	147.0	102.0	45.0
2	4	-	-	56.0	39.0	92.0	93.0	117.0
2	4	1	-	180.0	135.0	199.0	174.0	289.0
2	4	1	1	123.0	143.0	197.0	242.0	295.0
2	4	1	109	1.0	2.0	3.0	5.0	10.0
2	4	1	11	11.0	6.0	10.0	7.0	9.0
2	4	1	12	3.0	4.0	3.0	5.0	1.0
2	4	1	129	11.0	13.0	10.0	21.0	16.0
-	-	-	-	153.0	164.0	163.0	227.0	316.0
2	4	1	-	1.0	0	5.0	0	0
2	4	1	14	1.0	1.0	0	0	0
2	4	1	-	29.0	29.0	44.0	42.0	13.0
-	-	-	-	15.0	3.0	4.0	7.0	20.0
2	4	1	16	2.0	3.0	20.0	0	0
2	4	1	18	77.0	66.0	124.0	165.0	222.0
2	4	1	180	1.0	0	0	0	0
2	4	1	182	14.0	7.0	20.0	19.0	24.0
2	4	1	187	4.0	21.0	17.0	28.0	24.0
2	4	1	-	4.0	4.0	7.0	11.0	11.0
2	4	1	21	36.0	70.0	95.0	147.0	219.0
2	4	1	212	1.0	1.0	5.0	0	0
2	4	1	217	2.0	0	0	0	0
2	4	1	227	24.0	23.0	23.0	34.0	59.0
2	4	1	245	27.0	17.0	77.0	13.0	10.0
2	4	1	25	38.0	25.0	75.0	63.0	63.0
2	4	1	250	2.0	11.0	10.0	8.0	9.0
2	4	1	258	3.0	1.0	0	0	0
2	4	1	266	2.0	1.0	7.0	3.0	0
2	4	1	267	2.0	0	0	0	1.0
2	4	1	268	5.0	0	2.0	5.0	1.0
2	4	1	281	2.0	1.0	1.0	7.0	25.0
2	4	1	293	1.0	0	0	0	0
2	4	1	315	5.0	4.0	5.0	12.0	7.0
2	4	1	-	1.0	5.0	1.0	10.0	13.0
2	4	1	337	1.0	5.0	0	5.0	2.0
2	4	1	-	15.0	18.0	23.0	29.0	61.0
2	4	1	342	3.0	0	7.0	1.0	0
2	4	1	345	8.0	8.0	26.0	13.0	8.0
2	4	1	346	3.0	0	15.0	2.0	8.0
2	4	1	-	1.0	6.0	6.0	8.0	0
2	4	1	-	4.0	5.0	1.0	7.0	5.0
2	4	1	60	2.0	0	1.0	0	0
2	4	1	64	2.0	1.0	2.0	5.0	0
2	4	1	80	7.0	1.0	15.0	4.0	3.0
2	4	1	83	54.0	50.0	89.0	80.0	93.0
2	4	2	-	21.0	24.0	41.0	37.0	27.0
2	4	2	1	16.0	28.0	39.0	42.0	101.0
2	4	2	10	54.0	35.0	61.0	81.0	69.0
-	-	-	-	7.0	10.0	0	0	1.0
2	4	2	12	1.0	0	5.0	6.0	7.0
2	4	2	14	123.0	107.0	176.0	163.0	293.0
2	4	2	17	33.0	47.0	55.0	58.0	66.0
2	4	2	18	36.0	30.0	38.0	51.0	27.0
2	4	2	19	34.0	17.0	38.0	42.0	75.0
2	4	2	-	2.0	5.0	9.0	7.0	8.0
2	4	2	2	12.0	11.0	30.0	24.0	10.0
2	4	2	22	2.0	0	1.0	4.0	7.0
2	4	2	28	20.0	21.0	36.0	48.0	63.0
2	4	2	29	15.0	37.0	36.0	64.0	122.0
2	4	2	3	73.0	83.0	92.0	59.0	79.0
2	4	2	30	2.0	1.0	14.0	2.0	5.0
2	4	2	31	1.0	0	10.0	1.0	0
2	4	2	4	10.0	20.0	27.0	32.0	11.0
2	4	2	45	4.0	2.0	2.0	0	0
2	4	2	53	8.0	5.0	27.0	19.0	4.0
2	4	2	7	38.0	41.0	63.0	45.0	72.0
2	4	2	8	33.0	57.0	57.0	68.0	42.0
2	4	2	9	63.0	60.0	89.0	109.0	88.0
2	4	99	-	11.0	9.0	25.0	17.0	26.0
2	4	99	16	36.0	22.0	41.0	32.0	5.0
2	4	99	17	26.0	49.0	45.0	76.0	275.0
2	4	99	18	9.0	5.0	50.0	14.0	11.0
2	5	1	-	22.0	21.0	27.0	20.0	66.0
2	5	1	101	11.0	8.0	5.0	5.0	17.0
2	5	1	103	1.0	1.0	0	0	0
2	5	1	105	25.0	5.0	27.0	9.0	4.0
2	5	1	108	7.0	0	4.0	0	0
2	5	1	113	19.0	15.0	16.0	22.0	3.0
2	5	1	120	50.0	44.0	63.0	97.0	6.0
2	5	1	129	23.0	24.0	27.0	34.0	23.0
2	5	1	141	44.0	25.0	61.0	49.0	10.0
2	5	1	15	26.0	52.0	47.0	57.0	88.0
2	5	1	16	18.0	17.0	27.0	29.0	14.0
2	5	1	17	28.0	36.0	52.0	49.0	79.0
2	5	1	18	164.0	112.0	501.0	107.0	79.0
2	5	1	19	26.0	33.0	37.0	60.0	114.0
2	5	1	-	5.0	3.0	42.0	4.0	12.0
2	5	1	-	20.0	23.0	41.0	30.0	60.0
2	5	1	21	2.0	2.0	5.0	20.0	0
2	5	1	26	11.0	15.0	23.0	10.0	12.0
2	5	1	3	15.0	8.0	19.0	7.0	14.0
2	5	1	30	3.0	2.0	0	11.0	5.0
2	5	1	31	83.0	73.0	111.0	127.0	284.0
2	5	1	32	5.0	4.0	12.0	9.0	24.0
2	5	1	39	15.0	12.0	26.0	18.0	16.0
2	-	-	-	2.0	0	0	0	0
2	5	1	41	1.0	0	0	0	1.0
2	5	1	44	6.0	12.0	52.0	16.0	17.0
2	5	1	46	44.0	43.0	75.0	100.0	55.0
2	5	1	47	182.0	139.0	286.0	296.0	163.0
2	5	1	48	21.0	14.0	44.0	20.0	35.0
2	5	1	49	90.0	68.0	125.0	93.0	150.0
2	5	1	-	5.0	1.0	2.0	8.0	0
2	5	1	54	101.0	88.0	132.0	105.0	75.0
2	5	1	55	25.0	44.0	36.0	60.0	96.0
2	5	1	56	7.0	18.0	38.0	30.0	27.0
2	5	1	-	13.0	2.0	8.0	12.0	2.0
2	5	1	58	2.0	2.0	2.0	0	0
2	5	1	59	1.0	0	0	0	2.0
2	5	1	6	266.0	292.0	638.0	384.0	273.0
2	5	1	60	1.0	4.0	3.0	0	6.0
2	5	1	61	16.0	27.0	39.0	35.0	22.0
2	5	1	68	4.0	0	1.0	0	1.0
2	5	1	7	63.0	66.0	106.0	138.0	202.0
2	5	1	72	84.0	92.0	104.0	100.0	99.0
2	5	1	-	9.0	17.0	9.0	12.0	4.0
2	5	1	75	12.0	17.0	25.0	45.0	89.0
2	5	1	77	51.0	33.0	46.0	35.0	2.0
2	5	1	78	22.0	28.0	39.0	65.0	75.0
2	5	1	89	2.0	0	2.0	1.0	0
2	5	1	9	37.0	14.0	38.0	35.0	47.0
2	5	1	90	34.0	38.0	61.0	56.0	54.0
2	6	1	-	76.0	77.0	107.0	97.0	85.0
2	6	1	-	1.0	0	0	3.0	0
2	6	1	1	96.0	89.0	169.0	130.0	245.0
2	6	1	102	28.0	32.0	34.0	34.0	10.0
2	6	1	109	7.0	13.0	11.0	20.0	30.0
2	6	1	110	1.0	0	0	0	0
2	6	1	113	4.0	3.0	3.0	4.0	4.0
2	6	1	-	28.0	44.0	61.0	68.0	42.0
2	6	1	13	15.0	28.0	70.0	39.0	165.0
2	6	1	16	203.0	213.0	333.0	262.0	329.0
2	6	1	17	1.0	7.0	20.0	10.0	6.0
2	6	1	18	15.0	23.0	22.0	6.0	12.0
2	6	1	19	38.0	47.0	49.0	51.0	34.0
2	6	1	-	29.0	28.0	49.0	45.0	21.0
2	6	1	2	1.0	1.0	28.0	6.0	5.0
2	6	1	21	6.0	8.0	20.0	7.0	14.0
2	6	1	33	3.0	5.0	6.0	5.0	32.0
2	6	1	36	14.0	2.0	16.0	9.0	5.0
2	6	1	37	5.0	5.0	9.0	0	13.0
2	6	1	42	169.0	221.0	271.0	261.0	216.0
2	6	1	-	37.0	42.0	63.0	59.0	9.0
2	6	1	52	15.0	51.0	64.0	95.0	269.0
2	6	1	55	20.0	30.0	57.0	66.0	23.0
2	6	1	57	8.0	10.0	14.0	2.0	41.0
2	6	1	59	13.0	17.0	13.0	23.0	24.0
2	6	1	62	7.0	14.0	11.0	10.0	5.0
2	6	1	-	16.0	24.0	33.0	8.0	25.0
2	6	1	76	2.0	4.0	1.0	2.0	0
2	6	1	81	4.0	19.0	7.0	0	0
2	6	1	82	4.0	5.0	3.0	4.0	12.0
2	6	1	83	37.0	18.0	37.0	54.0	93.0
2	6	1	85	12.0	3.0	21.0	26.0	10.0
-	-	-	-	2.0	2.0	2.0	3.0	4.0
2	6	1	88	2.0	9.0	19.0	18.0	99.0
2	6	1	9	58.0	58.0	89.0	116.0	81.0
2	6	1	96	6.0	2.0	18.0	6.0	0
2	6	1	98	5.0	2.0	13.0	9.0	0
2	6	99	2	27.0	23.0	17.0	44.0	35.0
2	7	-	-	22.0	26.0	20.0	43.0	50.0
2	7	1	-	21.0	24.0	29.0	46.0	12.0
2	7	1	107	6.0	14.0	12.0	8.0	5.0
2	7	1	11	6.0	16.0	29.0	34.0	99.0
2	7	1	-	78.0	122.0	191.0	182.0	259.0
2	7	1	12	9.0	6.0	41.0	14.0	9.0
2	7	1	121	37.0	53.0	30.0	39.0	47.0
2	7	1	130	10.0	8.0	8.0	10.0	35.0
2	7	1	137	2.0	4.0	17.0	3.0	0
2	7	1	148	21.0	29.0	26.0	38.0	71.0
2	7	1	15	7.0	10.0	13.0	16.0	27.0
2	7	-	-	2.0	2.0	4.0	1.0	8.0
2	7	1	16	12.0	14.0	27.0	33.0	107.0
2	7	1	161	3.0	1.0	1.0	1.0	0
2	7	1	165	23.0	12.0	22.0	21.0	28.0
2	7	1	167	6.0	5.0	16.0	1.0	16.0
2	7	-	-	12.0	22.0	11.0	12.0	21.0
2	7	1	168	42.0	39.0	61.0	58.0	27.0
2	7	1	17	18.0	13.0	48.0	31.0	147.0
2	7	1	170	6.0	6.0	21.0	26.0	13.0
2	7	1	180	23.0	27.0	62.0	47.0	46.0
2	7	1	184	3.0	0	0	0	1.0
2	7	1	19	19.0	5.0	8.0	9.0	6.0
2	7	1	190	1.0	0	0	0	0
2	7	1	191	9.0	3.0	7.0	13.0	48.0
2	7	1	194	6.0	13.0	4.0	6.0	4.0
2	7	1	2	24.0	52.0	132.0	83.0	165.0
2	7	1	20	11.0	16.0	41.0	17.0	28.0
2	7	1	200	1.0	1.0	0	4.0	7.0
2	7	1	202	2.0	2.0	1.0	0	1.0
2	7	1	21	12.0	13.0	12.0	19.0	35.0
2	7	1	217	1.0	2.0	11.0	0	3.0
2	7	1	-	1.0	0	0	0	8.0
2	7	1	221	4.0	10.0	8.0	9.0	8.0
2	7	1	23	15.0	37.0	35.0	27.0	45.0
2	7	1	24	27.0	38.0	52.0	54.0	31.0
2	7	1	25	25.0	9.0	30.0	17.0	13.0
2	7	1	26	1.0	4.0	0	0	0
2	7	-	-	12.0	28.0	45.0	48.0	60.0
-	-	-	-	1.0	0	1.0	0	4.0
2	7	1	30	149.0	137.0	112.0	171.0	168.0
2	7	1	33	30.0	19.0	27.0	37.0	31.0
2	7	1	37	1.0	0	1.0	2.0	0
2	7	1	39	19.0	23.0	31.0	18.0	17.0
2	7	1	4	4.0	7.0	11.0	7.0	16.0
2	7	1	40	69.0	115.0	180.0	170.0	139.0
2	7	1	45	16.0	23.0	32.0	42.0	99.0
2	7	1	46	1.0	0	0	0	0
2	7	1	48	5.0	24.0	26.0	14.0	117.0
2	7	-	-	18.0	14.0	36.0	26.0	23.0
2	-	-	-	2.0	0	2.0	2.0	5.0
2	7	1	5	17.0	12.0	12.0	27.0	39.0
2	7	1	50	2.0	6.0	4.0	1.0	6.0
2	7	1	51	1.0	1.0	0	0	3.0
2	7	1	52	2.0	1.0	0	1.0	4.0
2	7	1	56	3.0	15.0	10.0	8.0	7.0
2	7	1	6	13.0	20.0	30.0	35.0	109.0
2	7	1	63	9.0	8.0	5.0	21.0	20.0
2	7	1	67	1.0	1.0	13.0	1.0	0
2	7	1	68	2.0	1.0	8.0	1.0	0
2	7	1	71	11.0	20.0	43.0	21.0	46.0
-	-	-	-	3.0	1.0	7.0	5.0	0
2	7	1	72	4.0	0	0	3.0	0
2	7	1	8	1.0	2.0	3.0	5.0	0
2	7	1	90	1.0	5.0	15.0	11.0	76.0
2	7	1	95	2.0	0	8.0	0	1.0
2	7	10	-	6.0	25.0	10.0	8.0	1.0
2	7	10	1	6.0	4.0	11.0	17.0	4.0
2	7	10	2	3.0	2.0	8.0	1.0	0
2	7	11	-	6.0	5.0	31.0	0	0
2	7	-	-	11.0	19.0	27.0	33.0	32.0
2	7	11	1	898.0	835.0	1425.0	1106.0	241.0
2	7	11	11	1.0	2.0	16.0	4.0	5.0
2	7	11	13	1.0	0	2.0	0	5.0
2	7	11	17	7.0	5.0	46.0	3.0	12.0
-	-	-	-	1.0	6.0	4.0	0	0
2	7	11	22	7.0	5.0	47.0	4.0	10.0
2	7	11	-	2.0	5.0	19.0	1.0	10.0
2	7	11	24	7.0	19.0	40.0	1.0	9.0
2	7	11	25	3.0	1.0	24.0	1.0	1.0
-	-	-	-	9.0	12.0	22.0	2.0	26.0
2	7	12	1	1.0	0	16.0	2.0	1.0
2	7	12	2	4.0	0	4.0	3.0	2.0
2	7	13	1	4.0	4.0	2.0	3.0	0
2	7	13	3	267.0	320.0	503.0	576.0	747.0
2	7	14	1	55.0	47.0	63.0	51.0	22.0
2	7	2	-	3.0	6.0	9.0	3.0	1.0
2	7	2	1	23.0	43.0	49.0	67.0	154.0
2	7	2	11	19.0	16.0	30.0	27.0	51.0
2	7	2	2	9.0	14.0	26.0	29.0	69.0
2	7	2	3	58.0	106.0	140.0	133.0	280.0
2	7	2	4	91.0	115.0	139.0	99.0	203.0
-	-	-	-	9.0	15.0	7.0	22.0	55.0
2	7	2	8	21.0	31.0	70.0	54.0	109.0
2	7	3	9	36.0	38.0	57.0	70.0	63.0
2	7	4	1	97.0	122.0	180.0	168.0	160.0
2	7	4	14	12.0	0	6.0	5.0	0
2	7	4	16	9.0	18.0	18.0	18.0	48.0
2	7	4	22	79.0	97.0	150.0	125.0	155.0
2	7	4	25	28.0	23.0	34.0	32.0	53.0
2	7	-	-	4.0	11.0	45.0	27.0	19.0
2	7	4	3	104.0	134.0	160.0	199.0	288.0
2	7	4	6	51.0	37.0	311.0	77.0	98.0
2	7	4	8	62.0	79.0	107.0	112.0	94.0
2	7	4	9	56.0	37.0	48.0	75.0	41.0
2	7	6	1	115.0	162.0	213.0	213.0	256.0
2	7	6	3	11.0	13.0	17.0	10.0	30.0
2	7	6	5	196.0	208.0	255.0	247.0	261.0
-	-	-	-	32.0	41.0	73.0	29.0	26.0
2	7	7	-	72.0	82.0	153.0	109.0	173.0
2	7	7	12	52.0	23.0	35.0	42.0	61.0
2	7	7	13	74.0	70.0	83.0	108.0	241.0
-	-	-	-	17.0	15.0	36.0	19.0	22.0
-	-	-	-	22.0	25.0	22.0	30.0	67.0
2	7	7	14	1.0	2.0	3.0	0	3.0
2	7	7	18	30.0	9.0	24.0	38.0	43.0
2	7	7	19	20.0	22.0	56.0	32.0	32.0
2	7	7	-	3.0	1.0	3.0	0	0
2	-	-	-	80.0	77.0	145.0	99.0	57.0
2	7	7	-	2.0	7.0	7.0	3.0	0
2	7	7	24	878.0	666.0	1002.0	2743.0	1905.0
2	7	7	27	46.0	61.0	80.0	113.0	113.0
2	7	7	3	72.0	62.0	41.0	73.0	43.0
2	7	7	33	37.0	39.0	76.0	97.0	121.0
2	7	7	38	25.0	54.0	47.0	44.0	30.0
2	7	7	4	99.0	100.0	169.0	156.0	89.0
2	7	7	41	26.0	15.0	21.0	22.0	44.0
2	7	7	-	19.0	11.0	41.0	17.0	23.0
2	7	7	43	1.0	3.0	1.0	4.0	0
2	7	7	48	2.0	0	4.0	0	0
2	7	7	49	134.0	87.0	147.0	346.0	36.0
2	7	-	-	31.0	25.0	20.0	41.0	48.0
2	7	7	53	19.0	24.0	16.0	10.0	22.0
2	7	7	56	36.0	18.0	37.0	37.0	43.0
2	7	7	59	60.0	29.0	61.0	53.0	18.0
2	7	7	6	2699.0	3096.0	5401.0	4711.0	4294.0
2	7	7	60	22.0	31.0	29.0	30.0	49.0
-	-	-	-	9.0	6.0	0	16.0	5.0
2	7	7	62	4.0	0	0	2.0	0
2	7	7	64	1.0	0	1.0	0	0
2	7	7	65	32.0	15.0	50.0	50.0	44.0
2	7	7	66	1.0	0	1.0	0	0
2	7	7	67	1.0	2.0	0	1.0	0
2	7	7	68	3.0	2.0	0	0	0
2	7	7	7	862.0	805.0	1176.0	1099.0	1353.0
2	7	7	70	2.0	0	3.0	6.0	3.0
-	-	-	-	10.0	16.0	35.0	19.0	27.0
2	7	7	75	7.0	5.0	23.0	7.0	5.0
2	7	7	76	9.0	7.0	7.0	9.0	0
2	7	7	77	4.0	15.0	17.0	13.0	4.0
2	7	7	8	587.0	672.0	940.0	873.0	771.0
2	7	7	80	30.0	19.0	30.0	30.0	35.0
2	-	-	-	61.0	43.0	114.0	85.0	14.0
2	7	7	85	39.0	22.0	21.0	34.0	35.0
2	7	7	87	16.0	16.0	38.0	16.0	46.0
2	7	7	9	64.0	66.0	70.0	66.0	54.0
2	7	8	-	43.0	20.0	71.0	55.0	102.0
2	7	8	11	2.0	0	1.0	1.0	0
2	7	8	13	40.0	41.0	65.0	76.0	64.0
2	7	8	15	1.0	0	2.0	1.0	0
2	7	8	23	2.0	0	0	0	0
2	7	8	24	1.0	2.0	0	2.0	0
2	7	8	26	1.0	0	3.0	2.0	5.0
2	7	8	28	3.0	3.0	12.0	5.0	0
2	7	8	-	23.0	10.0	27.0	21.0	7.0
2	7	8	41	6.0	10.0	6.0	13.0	6.0
2	7	8	43	1.0	0	0	0	0
2	7	8	5	43.0	42.0	61.0	62.0	31.0
2	7	8	6	1.0	0	5.0	5.0	0
2	7	8	7	11.0	2.0	19.0	12.0	8.0
2	7	8	8	16.0	24.0	32.0	34.0	72.0
2	7	9	1	203.0	332.0	338.0	438.0	924.0
2	7	9	2	24.0	179.0	129.0	142.0	173.0
2	7	9	3	30.0	20.0	50.0	25.0	32.0
2	7	9	6	9.0	16.0	15.0	14.0	8.0
2	8	1	-	30.0	63.0	87.0	151.0	61.0
2	8	1	10	33.0	40.0	46.0	46.0	7.0
2	8	1	11	2.0	1.0	1.0	6.0	36.0
2	8	1	12	49.0	30.0	64.0	57.0	19.0
2	8	1	13	29.0	38.0	80.0	70.0	77.0
2	8	1	15	16.0	2.0	1.0	1.0	0
2	8	1	-	121.0	87.0	143.0	94.0	26.0
2	8	1	4	7.0	5.0	3.0	8.0	10.0
2	8	1	6	32.0	48.0	68.0	47.0	33.0
2	8	1	7	330.0	218.0	423.0	204.0	186.0
-	-	-	-	165.0	69.0	196.0	106.0	81.0
2	8	1	8	68.0	95.0	78.0	85.0	29.0
2	8	2	1	1.0	2.0	0	1.0	0
2	8	3	1	2.0	6.0	8.0	6.0	11.0
2	8	3	12	24.0	26.0	32.0	30.0	38.0
2	8	3	13	6.0	0	2.0	4.0	0
2	8	3	15	12.0	4.0	3.0	2.0	0
2	8	3	16	31.0	26.0	56.0	56.0	22.0
2	8	3	19	10.0	0	23.0	10.0	6.0
2	8	3	5	36.0	77.0	100.0	71.0	94.0
2	8	3	6	2.0	2.0	10.0	1.0	3.0
2	8	3	-	2.0	3.0	7.0	2.0	15.0
2	8	4	1	7.0	1.0	19.0	3.0	78.0
2	8	4	3	121.0	102.0	88.0	134.0	63.0
2	8	4	4	65.0	78.0	107.0	94.0	85.0
2	8	4	5	15.0	26.0	13.0	32.0	40.0
2	9	1	-	2.0	11.0	14.0	4.0	9.0
2	9	1	1	37.0	39.0	48.0	54.0	62.0
3	-	-	-	4.0	4.0	15.0	1.0	9.0
3	1	-	-	515.0	603.0	874.0	921.0	1828.0
3	-	-	-	12.0	10.0	14.0	19.0	7.0
3	-	-	-	6.0	11.0	13.0	9.0	26.0
3	1	1	-	97.0	150.0	161.0	143.0	99.0
3	1	1	1	5.0	7.0	10.0	7.0	4.0
3	1	1	102	6.0	12.0	4.0	2.0	0
3	1	1	11	2.0	5.0	4.0	13.0	21.0
3	1	1	15	1.0	0	3.0	0	0
3	1	1	17	91.0	68.0	164.0	142.0	63.0
3	1	1	22	3.0	1.0	5.0	2.0	0
3	1	1	24	9.0	6.0	20.0	9.0	0
3	1	1	29	53.0	34.0	116.0	113.0	74.0
3	1	1	3	2.0	3.0	9.0	3.0	0
3	1	1	31	39.0	24.0	64.0	50.0	32.0
3	1	1	41	10.0	8.0	11.0	2.0	8.0
3	1	1	45	192.0	161.0	263.0	281.0	57.0
3	1	1	53	21.0	23.0	66.0	59.0	108.0
3	1	1	57	3.0	2.0	9.0	2.0	4.0
3	1	1	61	1.0	3.0	0	2.0	0
